LOCATION CODE,SAMPLE TYPE,SAMPLE LOCATION,SAMPLING FREQUENCY,SAMPLING DATE,ISOTOPE NAME,VALUE,UNITS,GRAPH VALUE,COMMENT
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-06-05,TRITIUM (HTO),<100,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-06-05,GROSS ALPHA,<2,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-06-05,GROSS BETA,10.9+/-1.4,pCi/1000M3,10.9,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-06-05,GROSS BETA,<1.6,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-06-05,IODINE-131,<1.3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-06-12,GROSS BETA,4.5+/-0.9,pCi/1000M3,4.5,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-06-12,IODINE-131,<4,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-06-20,IODINE-131,<5,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-06-20,GROSS BETA,8.7+/-1.2,pCi/1000M3,8.7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-06-26,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-06-26,GROSS BETA,15.1+/-1.9,pCi/1000M3,15.1,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-06-28,GROSS BETA,3.2+/-1.6,pCi/L,3.2,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-06-28,GROSS ALPHA,<1.1,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-06-28,TRITIUM (HTO),<100,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-07-03,GROSS BETA,5.7+/-1.1,pCi/1000M3,5.7,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-07-03,TRITIUM (HTO),<100,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-07-03,GROSS ALPHA,<0.9,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-07-03,IODINE-131,<2,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-07-03,GROSS BETA,2.3+/-1.5,pCi/L,2.3,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-07-11,GROSS BETA,8.7+/-1.2,pCi/1000M3,8.7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-07-11,IODINE-131,<4,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-07-17,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-07-17,GROSS BETA,9.4+/-1.5,pCi/1000M3,9.4,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-07-31,TRITIUM (HTO),<110,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-07-31,GROSS BETA,4+/-3,pCi/L,4,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-07-31,GROSS BETA,8+/-0.9,pCi/1000M3,8,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-07-31,GROSS ALPHA,<2,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-07-31,IODINE-131,<1.6,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-08-07,GROSS BETA,8.5+/-1.3,pCi/1000M3,8.5,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-08-07,GROSS ALPHA,<2,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-08-07,TRITIUM (HTO),<100,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-08-07,GROSS BETA,<1.9,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-08-07,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-08-15,IODINE-131,<1.1,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-08-15,GROSS BETA,7.8+/-1.1,pCi/1000M3,7.8,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-08-22,GROSS BETA,16.5+/-1.8,pCi/1000M3,16.5,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-08-22,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-08-28,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-08-28,GROSS BETA,14.9+/-1.8,pCi/1000M3,14.9,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-09-04,GROSS BETA,12.7+/-1.6,pCi/1000M3,12.7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-09-04,IODINE-131,<4,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-09-04,GROSS ALPHA,<1.4,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-09-04,GROSS BETA,<1.4,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-09-04,TRITIUM (HTO),<80,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-09-11,GROSS BETA,8.1+/-1.3,pCi/1000M3,8.1,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-09-11,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-09-18,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-09-19,GROSS BETA,9.9+/-1.4,pCi/1000M3,9.9,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-09-30,TRITIUM (HTO),<90,pCi/L,0,AUGUST SAMPLE DESTROYED IN TRANSIT
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-09-30,GROSS BETA,<3,pCi/L,0,AUGUST SAMPLE DESTROYED IN TRANSIT
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-09-30,GROSS ALPHA,<1.8,pCi/L,0,AUGUST SAMPLE DESTROYED IN TRANSIT
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-10-02,GROSS BETA,<1.5,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-10-02,TRITIUM (HTO),<90,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-10-02,GROSS ALPHA,<1.6,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-10-02,IODINE-131,<2,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-10-02,GROSS BETA,9.1+/-1,pCi/1000M3,9.1,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-10-09,GROSS BETA,8.5+/-1.2,pCi/1000M3,8.5,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-10-09,IODINE-131,<7,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-11-01,GROSS ALPHA,<2,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-11-01,TRITIUM (HTO),<100,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-11-01,GROSS BETA,<1.8,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-11-04,IODINE-131,<6,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-11-05,GROSS BETA,6+/-1,pCi/1000M3,6,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-11-06,GROSS BETA,14.3+/-1.6,pCi/1000M3,14.3,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-11-06,GROSS ALPHA,<2,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-11-06,IODINE-131,<3,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-11-06,TRITIUM (HTO),<100,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-11-06,GROSS BETA,2.2+/-1.8,pCi/L,2.2,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-12-02,IODINE-131,<2,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-12-03,GROSS ALPHA,<1.7,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-12-03,IODINE-131,<2,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-12-03,GROSS BETA,<1.5,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2013-12-03,GROSS BETA,12.6+/-1.5,pCi/1000M3,12.6,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2013-12-03,TRITIUM (HTO),<80,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-12-04,GROSS BETA,<1.9,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-12-04,GROSS ALPHA,<1.4,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-12-04,TRITIUM (HTO),<80,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-12-31,GROSS BETA,<1.5,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-12-31,GROSS ALPHA,<1.8,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2013-12-31,TRITIUM (HTO),<90,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-01-07,TRITIUM (HTO),<90,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-01-07,IODINE-131,<2 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-01-07,GROSS BETA,15.6+/-1.5,pCi/1000M3,15.6,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-01-07,GROSS BETA,<0.9,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-01-07,GROSS ALPHA,<1.1,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-01-16,GROSS BETA,12.1+/-1.4,pCi/1000M3,12.1,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-01-16,IODINE-131,<2 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-01-22,GROSS BETA,19+/-2,pCi/1000M3,19,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-01-22,IODINE-131,<4 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-01-30,IODINE-131,<2 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-01-30,GROSS BETA,10.6+/-1.3,pCi/1000M3,10.6,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-01-31,GROSS BETA,<1.9,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-01-31,GROSS ALPHA,<1.3,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-01-31,TRITIUM (HTO),100+/-70,pCi/L,100,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-02-06,GROSS ALPHA,<1.7,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-02-06,GROSS BETA,15.9+/-1.8,pCi/1000M3,15.9,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-02-06,IODINE-131,<2 ,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-02-06,TRITIUM (HTO),140+/-70,pCi/L,140,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-02-06,GROSS BETA,<0.9,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-02-13,GROSS BETA,18+/-2,pCi/1000M3,18,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-02-13,IODINE-131,<3 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-02-26,GROSS BETA,9.2+/-1,pCi/1000M3,9.2,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-02-26,IODINE-131,<2 ,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-02-28,GROSS ALPHA,<1.2,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-02-28,GROSS BETA,1.7+/-1.4,pCi/L,1.7,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-02-28,TRITIUM (HTO),<60,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-03-06,GROSS ALPHA,<1.3,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-03-06,GROSS BETA,<3,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-03-06,TRITIUM (HTO),120+/-60,pCi/L,120,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-03-06,GROSS BETA,20+/-2,pCi/1000M3,20,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-03-06,IODINE-131,<4 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-03-13,GROSS BETA,11.8+/-1.6,pCi/1000M3,11.8,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-03-13,IODINE-131,<7 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-03-20,GROSS BETA,8.6+/-1.4,pCi/1000M3,8.6,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-03-20,IODINE-131,<4 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-03-27,IODINE-131,<4 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-03-27,GROSS BETA,13.1+/-1.7,pCi/1000M3,13.1,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-03-31,TRITIUM (HTO),<110,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-03-31,GROSS ALPHA,<1.3,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-03-31,GROSS BETA,<1.3,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-04-02,GROSS ALPHA,<1.1,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-04-02,IODINE-131,<5 ,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-04-02,GROSS BETA,2.1+/-1.4,pCi/L,2.1,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-04-02,TRITIUM (HTO),<100,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-04-02,GROSS BETA,7.5+/-1.4,pCi/1000M3,7.5,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-04-08,GROSS BETA,10.3+/-1.6,pCi/1000M3,10.3,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-04-08,IODINE-131,<5 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-04-17,GROSS BETA,9.1+/-1.2,pCi/1000M3,9.1,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-04-17,IODINE-131,<1.7 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-04-22,IODINE-131,<8 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-04-22,GROSS BETA,14+/-2,pCi/1000M3,14,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-04-30,GROSS BETA,2.9+/-1.9,pCi/L,2.9,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-04-30,TRITIUM (HTO),<90,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-04-30,GROSS ALPHA,<1.7,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-05-01,TRITIUM (HTO),<90,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-05-01,GROSS BETA,3.3+/-1.6,pCi/L,3.3,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-05-01,GROSS ALPHA,<1.6,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-05-01,GROSS BETA,7.1+/-1.1,pCi/1000M3,7.1,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-05-01,IODINE-131,<5 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-05-08,IODINE-131,<6 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-05-08,GROSS BETA,6.7+/-1.2,pCi/1000M3,6.7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-05-15,IODINE-131,<3 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-05-15,GROSS BETA,9.6+/-1.4,pCi/1000M3,9.6,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-05-22,GROSS BETA,9.8+/-1.4,pCi/1000M3,9.8,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-05-22,IODINE-131,<6 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-05-29,GROSS BETA,7.4+/-1.2,pCi/1000M3,7.4,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-05-29,IODINE-131,<3 ,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-05-30,TRITIUM (HTO),<100,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-05-30,GROSS BETA,<1.7,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-05-30,GROSS ALPHA,<1.1,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-06-05,GROSS BETA,5.7+/-1,pCi/1000M3,5.7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-06-05,IODINE-131,<4 ,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-06-05,GROSS BETA,<1.7,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-06-05,TRITIUM (HTO),<100,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2014-06-05,GROSS ALPHA,<1.8,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-06-11,GROSS BETA,7+/-1.2,pCi/1000M3,7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-06-11,IODINE-131,<2 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-06-19,GROSS BETA,4.1+/-0.8,pCi/1000M3,4.1,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-06-19,IODINE-131,<2 ,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-06-26,GROSS BETA,5.2+/-0.9,pCi/1000M3,5.2,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-06-26,IODINE-131,<4 ,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-06-27,GROSS ALPHA,3+/-2,pCi/L,3,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-06-27,GROSS BETA,2.4+/-1.5,pCi/L,2.4,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2014-06-27,TRITIUM (HTO),<140,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2014-07-03,GROSS BETA,8.4+/-1.2,pCi/1000M3,8.4,
